Jurisdiction ,Bill Number ,Bill Title ,Bill Status ,Bill Summary ,Category ,Year
Illinois ,HJR 109,Airport Noise Monitoring Technology,Failed,States the belief that O'Hare International Airport's noise monitoring technology should be coupled with artificial–intelligence software to match the noises perceived by each station at each time to specific individual flight operations and the operations of individual airlines and to gauge the compliance of each individual airline firm with the guidelines set down in the Fly Quiet Program.,Private Sector Use,2020
Illinois ,S 2704,Artificial Intelligence Video Interview Act,Failed,Amends the Artificial Intelligence Video Interview Act; makes a technical change in a section concerning the short title.,Private Sector Use,2020
Illinois ,S 2855,Artificial Intelligence Video Interview Act,Failed,Amends the Artificial Intelligence Video Interview Act; makes a technical change in a section concerning the short title.,Private Sector Use,2020
Illinois ,S 4033,Future of Work Task Force,Failed,Creates the Future of Work Act; creates the Future of Work Task Force; provides for the duties and responsibilities of the task force; provides for the membership and meetings of the task force; provides that members of the task force shall serve without compensation; provides that the Department of Commerce and Economic Opportunity shall provide administrative support to the task force.,Effect on Labor/Employment,2020
Illinois ,H 53,Artificial Intelligence Video Interviews,Enacted,"Amends the Artificial Intelligence Video Interview Act, provides that employers that rely solely upon artificial intelligence to determine whether an applicant will qualify for an in–person interview must gather and report certain demographic information to the Department of Commerce and Economic Opportunity, requires the department to analyze the data and report to the governor and General Assembly whether the data discloses a racial bias in the use of artificial intelligence.",Private Sector,2021
Illinois ,H 645,Future of Work Act,Enacted,Creates the Future of Work Act; creates the Future of Work Task Force; provides for the duties and responsibilities of the task force; provides for the membership and meetings of the task force; provides that members of the task force shall serve without compensation; provides that the Department of Commerce and Economic Opportunity shall provide administrative support to the task force.,Effect on Labor/Employment; Studies,2021
Illinois ,S 1993,Workers Compensation Commission,Enacted,"Amends the Department of Insurance Law of the Civil Administrative Code by transferring all powers, duties, rights, responsibilities, personnel, books, records, papers, documents, property, contracts, causes of action, and pending business of the Insurance Compliance Division within the Workers' Compensation Commission to the Department of Insurance. Deletes requirement for the fraud and insurance non–compliance unit to procure and implement a system utilizing advanced analytics inclusive of predictive modeling, data mining, social network analysis, and scoring algorithms for the detection and prevention of fraud, waste, and abuse on or before Jan. 1, 2012.",Government Use,2021
Illinois ,H 69,Hospital Diagnostic Algorithms,Failed,"Amends the University of Illinois Hospital Act and the Hospital Licensing Act; provides that before using any diagnostic algorithm to diagnose a patient, a hospital must first confirm that the diagnostic algorithm has been certified by the Department of Public Health and the Department of Innovation and Technology, has been shown to achieve as or more accurate diagnostic results than other diagnostic means, and is not the only method of diagnosis available to a patient.",Health Use,2021
Illinois ,H 1206,Artificial Intelligence Video Interview Act,Failed,Amends the Artificial Intelligence Video Interview Act; makes a technical change in a section concerning the short title.,Private Sector Use,2021
Illinois ,H 1811,Equal Pay Act,Pending ,"Amends the Equal Pay Act and the Consumer Fraud and Deceptive Business Practices Act; provides that when using predictive data analytics in determining creditworthiness or in making hiring decisions, the use of predictive data analytics may not include information that correlates with the race or ZIP code of the applicant for credit or employment; amends the Human Rights Act; provides that nothing in the Act shall be construed to prevent the use of predictive data analytics for specified purposes.",Private Sector Use,2021
Illinois ,H 2947,Insurance Compliance Division,Failed,"Amends the Department of Insurance Law of the Civil Administrative Code of by transferring all powers, duties, rights, responsibilities, personnel, books, records, papers, documents, property, contracts, causes of action, and pending business of the Insurance Compliance Division within the Workers' Compensation Commission to the Department of Insurance. Deletes requirement for the fraud and insurance non–compliance unit to procure and implement a system utilizing advanced analytics inclusive of predictive modeling, data mining, social network analysis, and scoring algorithms for the detection and prevention of fraud, waste, and abuse on or before Jan. 1, 2012.",Government Use,2021
